Organisation name,Effective Date,Unique Property Reference Number,Unique Asset Identity,Name of the building/land or both,Street Name,Town,PostCode,X,Y,Tenure Type,Tenure Detail (see List),Holding Type
Rochdale,2021-22,,10528,Mount Road Land,Mount Road,Middleton,,387525.5832,405212.2483,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10529,Kirkway Land,Kirkway,Rochdale,,387388.27,404533.93,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10530,Cheltenham Road Land,Cheltenham road,Middleton,,387333.9206,404726.9074,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10531,Woodlands Way Land,woodlands Way,Middleton,,386654.7997,404836.8359,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10532,Stott Lane Land,Stott Lane,Middleton,,387216.6264,407928.451,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10533,Newfield View Land,Newfield View,Rochdale,,393187.33,412642.8,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10534,"Duke Street Land, adjacent 92 Whitehall Street",Duke Street,Rochdale,,389660.8204,414117.5374,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10536,Syke Cronkeyshaw Common Land,#N/A,Rochdale,,389840.9986,415747.9465,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10537,Dewhirst Road Land,Dewhirst road,Rochdale,,389788.9833,416057.5675,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10538,Highcroft Way Land,Highcroft way,Rochdale,,389818.9023,415824.0852,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10539,Adelaide Street East Grass Verges,Adelaide Street,Heywood,,386200.0619,410806.7251,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10540,Winton Street Land,Wilton Street,Littleborough,,393533.1265,416200.4031,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10541,Parkfield Street Oldham Road Rochdale La,Parkfield Steet,Rochdale,,390627.6021,410758.3731,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10542,Albon Inn Land,East View,Middleton,M24 4SZ,386838.8789,405926.7739,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10543,Lockmill Place Land,Lockmill Place,Rochdale,,390485.5375,412283.2444,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,2674,Hilton Fold Lane Middleton Land at,Hilton Fold Lane,MIddleton,,388211.6441,406421.7404,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10545,Scowcroft Farm Land,#N/A,Middleton,,388508.9532,406394.8091,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10546,Worsley Street Land Freehold,Worsley Street,Rochdale,,390600.5974,413012.1158,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10547,Warwick Court Land,Park road,Middleton,,386950.6325,405747.6952,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,8577,Oldham Road 393-399 Land,rake Terrace,Rochdale,OL16 5LN,390410.6576,411973.6007,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10550,Buckley Road Land,Buckley Road,Rochdale,,390717.4627,415118.0375,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10551,Hughtrede Street Land,Hughtrede Street,Rochdale,,390478.1829,411445.8941,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10554,Manchester Road Adj Castle Works,Manchester Road,Rochdale,OL11 4HY,389247.3383,412955.9862,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10555,York Street Land,York Street,Heywood,,385602.4179,410849.6796,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10556,Barcylde Street Land,Barclyde Street,Rochdale,,389292.5413,412222.2495,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10558,Merefield Street Land,Merefield Street,Rochdale,,389395.1694,412202.1476,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10559,Sparthfield Avenue Residential Leases,Sparthbottoms Avenue,Rochdale,,389217.1243,412234.348,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10560,Smith Street Land,Smith Street,Heywood,,385897.1621,410675.6595,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10561,Park Terrace Land,Park Terrace,Heywood,,385881.7098,411373.2949,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10562,St Luke's Church Land,#N/A,Heywood,,385670.1333,410743.6951,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10563,York Street Hartley Street Industrial  Land,Temple Street,Heywood,,385796.3135,410765.284,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10555,York Street Land,York Street,Heywood,,385602.4179,410849.6796,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10565,Grafton Street Land,Grafton Street,Rochdale,,390941.2998,412662.9757,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10566,Drake Street Land,Drake Street,Rochdale,,389864.9235,412823.0999,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10567,Howard Place Land,Howard Place,Rochdale,,389672.1623,413625.3602,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10568,Yorkshire Street Land,Yorkshire Street,Rochdale,,389759.0401,413595.3627,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10569,Water Street Industrial Land,12 Water Street,Rochdale,,389948.8838,413264.1482,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10571,Sandiway Land,Sandiway,Heywood,,386260.4302,410978.8078,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,2694,"Kirkway, Sunk Lane, Middleton Land",Sunk Lane,MIddleton,,387274.4286,405502.1402,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10573,Lodge Street Land,Lodge Street,Middleton,,387309.507,406114.7901,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10574,Bardsley Street Morton Street Land,Bardsley Street,Middleton,,387302.441,406309.9542,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10575,Heywood Old Road Adj War Memorial Land,Heywood Old Road,Middleton,,385163.4248,407796.3088,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10576,Hanson Corner Land,Hanson Corner,Middleton,,387482.0428,405874.5897,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10577,Preston Street Land,Preston Street,Middleton,,387375.1954,405886.8454,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10578,Hare and Hounds Pub Car Park,0,Middleton, M24 2JZ,387722.0734,405959.7245,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10579,Barton Road Land,Barton Road,Middleton,,386944.0197,405774.1931,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10580,New Broad Lane Land,New Broad Lane,Rochdale,,391067.0452,411102.5024,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10581,Alexandra St Land,Alexandra Street,Heywood,Ol10 2AU,386137.3421,409755.8269,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10582,Market Street Land,Market Street,Heywood,,385349.8479,410807.6835,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,2762,Taylor Avenue (Open Space),Taylor Avenue,Rochdale,,386792.52,413810.64,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,2157,Buxton Street Car Park ,Buxton Street,Heywood,OL10 1BS,385788.7055,410221.1247,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10586,Quarry Street Land,Quarry Street,Rochdale,,389460.3137,414228.3576,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10587,Beechfield Close Land,Beechfield Close,Rochdale,,386135.0063,412614.0897,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10588,Harrow Avenue Sub Stn & Gas Gov Land,Harrow Aveune,Rochdale,,387486.2143,412840.4954,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10589,Halifax Road Durn Bridge,Halifax Road,Littleborough,,394179.5805,416498.9877,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10590,Edenfield Road Rigby Court Land,Edenfield Road,Rochdale,,386256.3604,414595.7486,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10591,Tame Barn Close Land,Tame Barn Close,Rochdale,,393190.2556,412643.5913,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10592,Whitworth Road Highway Land,Whitworth Road,Rochdale,,389767.1124,414330.9183,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10593,Newgate Land,Newgate,Rochdale,,389620.004,413581.9527,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10594,Cotton Lane Sudden Mill Land,Cotton Lane,Rochdale,,388340.6344,411864.3143,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10595,Kings Road Land,Kings Road,Rochdale,,390706.8597,412165.6481,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,2766,Threlkeld Road Recreation Ground,Off Threlkeld Road,Middleton,,385301.0635,406442.4362,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10597,Heywood Old Road Adj War Memorial Land2,Heywood Old Road,Middleton,,385163.4248,407796.3088,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10598,Ship Inn Land Adj Rochdale Road,Rochdale Road,Rochdale,,388476.5242,408433.5511,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10599,Yorkshire Street Market Street Way,Yorkshire Street,Rochdale,,389644.7076,413510.4431,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10600,Hollin Lane Adj Gardeners Arms Land,Hollin Lane,Middleton,,386549.8828,407550.2852,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10601,Melrose Street/ Dove Street Land,Melrose Street,Rochdale,,388631.5449,413069.9292,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10602,Meanwood Fold Land to the south,Meanwood Fold,Rochdale,,388584.394,413901.486,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10603,Langley Lane Land Adj No. 9,Langley Lane,MIddleton,,386461.1479,407527.7157,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10607,Bury New Road 120-124  Heywood,Bury New Road,Heywood,,384112.23,410814.4848,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10609,Canal Street Ground Lease Rochdale,Canal Street,Rochdale,,390290.6007,412248.3982,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10611,Bentinck Street,Bentinck Street,Rochdale,,388421.8599,414301.1326,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10612,Crawford Street Landscaped Area,Crawford Street,Rochdale,,390572.9637,412462.2686, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10651,Manchester Road Maltings Lane Gas Governor Rochdale,Maltings Lane,Rochdale,,388337.0276,410557.4578,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10614,John Street  Rochdale,John Street,Rochdale,,389947.0385,413666.084,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10615,Pleasant View Heywood,Pleasant View,Heywood,,384879.4302,411153.2358,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10616,Town Hall Square Car Park,the Esplanade,Rochdale,OL16 1AB,389598.6508,413255.946,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10617,Bagslate Moor Road Gas Governor,Bagslate Moor Road,Rochdale,,386678.9868,413767.5645,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10618,"Townley Street, Bridge Street, Middleton",Bridge Street,Middleton,,387273.773,405933.3438,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10619,Townley Street RO 46-48 Middleton,Townley Street,Middleton,,387303.7297,405880.5938,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10621,Adelaide Street Middleton Land adj no. 5,Adelaide Street,Middleton,,387296.6319,405887.1482,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10622,Oldham Road Middleton Land and Buildings on the NE side of,Oldham Road,Middleton,,387148.6397,405848.0955,FREEHOLD,Local Authority Occupied,Land & Buildings
Rochdale,2021-22,,10623,Oldham Road Middleton Land and Buildings on the NW side of,Oldham Road,Middleton,,386998.2956,405749.3219,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10625,Oldham Road Albany Street Rochdale,Albany Street,Rochdale,,390366.6046,412016.6283,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10626,Hurst Street Land,Hurst Street,Rochdale,,390333.1903,412083.3672,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10627,"Bury & Rochdale Old Road, Heywood",Bury & Rochdale Old Road,Heywood,,385087.0013,412062.6475,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10628,Mills Hill Oldham Road Land Middleton,Oldham Road,Middleton,,388779.584,406089.495,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10629,Mills Hill Gas Governor Oldham Road Middleton,Oldham Road,Middleton,,388687.0625,406078.2597,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10631,Stratford Avenue Merefield Street Land,Merefield Street,Rochdale,,389211.2679,412155.7794,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10632,Whitegates Road Electricity Sub Station,Whitegates Road,Middleton,,388245.3063,408062.1532,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10633,Elizabethan Way Harbour Lane North,Harbour Lane North,Rochdale,,392615.6883,412477.7195,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10634,Kingsway Business Park Landscaped Areas,0,Rochdale,,391755.6777,412491.9948,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10635,"Leyfield Road, Milnrow Land to the West of",Leyfield Road,Rochdale,,391694.9054,412864.8822,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10641,Alkrington Park Road Greenson Drive,Greenson Drive,Middleton,,386456.7007,405425.1732,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10642,"Derby Street 1 & 1A, Rochdale",Derby Street,Rochdale,OL11 1LT,390134.1913,412425.3551,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10643,Cliff Street Sub Station Rochdale,Cliff Street,Rochdale,,390661.2475,414290.2234,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10644,Rochdale Road East Sub Station S E of Rochdale Road East,Rochdale Road East,Heywood,,387275.2613,411500.2962,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10646,Edmund Street Sub Station Land on the NW side Milnrow,Edmund Street,Rochdale,,392631.6304,412691.1193,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10647,Burton Street Sub Station Middleton,Burton Street,Middleton,,386818.564,405867.3573,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10648,Greave Avenue Sub Station,Greave Avenue,Rochdale,,387803.5176,413503.4816,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10651,Maltings Lane Castleton Gas Governor,Maltings Lane,Rochdale,,388337.0276,410557.4578,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10652,"Beechfield Road, Milnrow Gas Governor on SE side of",Beechfield Drive,Rochdale,,392782.5389,412044.2316,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10654,James Street Littleborough SE side of,James Street,Littleborough,,392512.4535,415968.1588,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10657,Hanson Street  Land  and buildings on North Side Middleton,Hanson Street,Middleton,,387495.9096,406157.9492,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10659,Back Oldham Road Land at Rochdale,Back Oldham Road,Rochdale,,390151.3495,412906.8355,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10663,Durham Street 86 & 88,Durham Street,Rochdale,,390086.7842,412453.7659,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10664,Lincoln Street Rochdale - Land on the East side of,Lincoln Street,Rochdale,,390253.3925,412464.8929,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10665,March Street Liley Street Rochdale,Liley Street,Rochdale,,390272.922,413244.1496,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10666,Kingsway Business Park Plot D,0,Rochdale,,392086.2396,411558.7529,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10667,Smith Street Rochdale land on the South side of,Smith Street,Rochdale,,390017.9489,413429.3416,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10668,Green Lane Gas Governor Heywood,Green Lane,Heywood,,386304.8538,409988.7151,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10669,Clough Road Gas Governor Middleton,Clough Road,Middleton,,387592.2959,406674.6765,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10671,John Lee Fold Sub Station,John Lee Fold,Middleton,,387458.2439,406240.9652,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10674,"Oldham Road East Side of 289A, Middleton",Oldham Road,Middleton,,387826.2613,406026.6401,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10676,Halifax Road Smallbridge FH land on the SE side of,Halifax Road,Rochdale,,391174.6917,415109.279,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10677,Drake Street  No 36 & 36a Rochdale,Drake Street,Rochdale,,394398.7704,417981.4141,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10678,Halifax Road Smallbridge LH land on the SE side of,Halifax Road,Rochdale,,391281.6524,415228.8234, LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,10679,Newman Street,Newan Street,Rochdale,,391230.5524,415045.8441,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10684,Globe Park,Moss Bridge Road,Rochdale,,390857.933,412599.265,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10685,Grimshaw Lane Sub Station,Grimshaw Lane,Middleton,,387826.5213,405569.2186,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10715,Southgate Industrial Estate,Green Lane,Heywood,OL10 1PW,386424.8857,410335.8589,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10735,Central Retail Park,Richard Street,Rochdale,OL11 1DZ,389994.9247,412911.7581,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10744,"Maclure Road, Rochdale No 33-41",Maclure Road,Rochdale,OL11 1DN,389925.9403,412705.0658,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,10745,Drake Street No 14,Drake Street,Rochdale,OL16 1NT,389763.2205,413337.2045,FREEHOLD,Vacant,Land
Rochdale,2021-22,,10755,"Arthur Street 25-27, Rochdale Land",Arthur Street,Rochdale,OL16 1AB,388932.0511,413586.0132,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10761,"Railway Approach, Castleton land at",Railway Approach,Rochdale,OL11 3EE,388280.2308,410621.4565,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10772,"Maclure Road, Rochdale - Fire Station",Maclure Road,Rochdale,OL11 1DN,389921.2208,412777.0631,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10775,Rochdale Road and Dalton Ave 149-151 Milnrow,Rochdale Road,Rochdale,,391984.7341,413188.1675,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10783,Smithy Bridge Road No 40 Littleborough Land,Smithy Bridge Road,Littleborough,,392524.6661,415061.2191,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10796,Newark Road-Nook Farm Avenue Rochdale Land,Newark Road,Rochdale,,389556.5555,415321.5058,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10797,Langton Street Hornby Street Middleton Land,Langton Street,Middleton,,#N/A,#N/A,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,10800,Marcroft Place Rochdale Land and building on South East Side,Marcroft Place,Rochdale,,390390.7742,411826.9925,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,10801,Cobden Street Heywood Recreation Land to the South,Cobden Street,Heywood,,#N/A,#N/A,FREEHOLD,Local Authority Occupied,Land
