Organisation name,Effective Date,Unique Property Reference Number,Unique Asset Identity,Name of the building/land or both,Street Name,Town,PostCode,X,Y,Tenure Type,Tenure Detail (see List),Holding Type
Rochdale Borough Council,2021-22,,1560,Adrian Terrace and Bertha Road Play Area,Adrian Terrace,Rochdale,,391262.54,413037.78,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,10023363325,1564,Broadfield Park,St Albans Street,Middleton, OL16 1UT,389477.84,413041.33,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,1568,Cobblers Dam,Cobblers Dam,Rochdale,,385477.43,405809.52,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,1600,Mere Street Recreation Ground,Mere Street,Middleton, OL11 3TD,389603.24,412462.72,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2366,Albert Royd Street (open space),Albert Royds Street,Rochdale,,391097.44,414435.89,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2373,Alkrington Garden Village,Crow Hill (South),Middleton,,386818.15,404780.55,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2378,Ashbrook Hey Lane Recreation Area,Wardle Road,Rochdale, OL12 9AG,391250.85,415468.87,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2380,Bay St & Acton St Open Space,Bay Street,Pennine,,390280.2,414195.55,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2384,Bonscale Crescent Recreation Ground,Bonscale Crescent,Middleton,,386419.88,407379.28,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2387,Boothroyden Road Open Space,Boothroyden Road,Middleton,,385024.33,405033.48,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2392,Bottom o th' Brow Open Space,Bottom o th' Brow Open Space,Rochdale,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2481,Bury Road - Land at,adj 654 Bury Road,Pennine, OL11 4AY,386659.3,412591.17,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2492,Clough Street Playground and Recreation Ground,Clough Street,Heywood,,391205.05,416772.55,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2588,Crimble St/Ashworth St Recreation Area,Crimble Street,Pennine, OL12 6TT,388896.34,413551.7,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2590,Dearnley Playing Fields,Starring Road,Middleton, OL15 8LH,392399.22,416165.03,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2597,Derwent St/Industry Rd Play Area,Derwent Street,Rochdale, OL12 0RR,389746.91,414284.32,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,2607,Great Howarth Playing Field,Great Howarth Playing Field,Rochdale,,390832.01,415771.6,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2614,Gristlehurst Wood,Bury and Rochdale Old Road,Pennine,,384758.67,411634.53,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2616,Halifax Road Greenspace,Halifax Road,Pennine,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2618,Former Gas Works,Hare Hill Road,Rochdale, OL15 8BG,393518.35,416538.64,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2620,Hare Street Play Area,Hare Street,Pennine,,389951.79,412386.14,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2671,Heywood Road Play Area,Heywood Road,Middleton,,388096.3,410501.91,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2674,Hilton Fold Lane Landscaping,Hilton Fold Lane,Rochdale,,388211.64,406421.74,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2678,Holstein Avenue (open space),Holstein Avenue,Middleton,,388776.63,415356.28,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2680,Hopwood Nature Reserve,Hopwood Clough,Rochdale,,387533.02,408174.59,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2682,Hutchinson Road Recreation Ground,Hutchinson Road,Rochdale,,385560.55,414444.19,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2686,John St/Starkey St Landscaped Area,John Street,Heywood,,385912.06,411199.56,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2690,Kirkway & St  Dominics Way,Kirkway,Rochdale,,387537.55,405487.24,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2692,Kitchen Street Landscaping,Kitchen Street,Middleton,,390178.5,413656,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2694,Sunk Lane Open Space,Sunk Lane,Rochdale,,387274.43,405502.14,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2696,Lenny Barn Playing Field,off Falinge Road,Rochdale, OL12 6LD,388819.31,414100.8,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2698,Little Dell,off Caldershaw Road,Heywood,,387726.91,414869.67,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2700,Lyn Grove/Cherwell Ave (open space),Cherwell Avenue,Rochdale,,384412.99,411237.54,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2704,Manchester Old Road (former playing fields),Manchester Old Road,Rochdale,,386208.62,405374.37,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2706,Manchester Old Road & Nixon Street,Manchester Old Road & Nixon Street,Rochdale,,388118.76,411194.39,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23049436,2708,Mandale Park,Mandale Park,Rochdale, OL11 4JQ,388888.42,412498.11,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2710,Manley Road (open space),Manley Road,Middleton,,388179.08,411716.83,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2712,Mellalieu St & Springfield Rd (open space),Springfield Road,Middleton,,386737.26,406654.14,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2714,Mere Avenue (open space),Mere Avenue,Middleton,,387147.58,404641.92,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2716,Moss Lane (open space),Moss Lane,Pennine,,386747.43,404403.76,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2719,Newfield View (open space),off Pennine Drive,Rochdale,,393236.96,412612.47,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2721,Norden Road (open space),Norden Road,Pennine,,386311.26,413177.72,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2723,Park Road and Townhouse Road Recreation Ground,Townhouse Road,Heywood,,393778.79,416983.2,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2729,Pilsworth Rd & Tower St Landscaping,Pilsworth Road,Rochdale,,384967.53,410500.43,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2731,Pioneer Street Playground,Pioneer Street,Heywood,,390057.03,412566.9,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2734,Plumpton Wood,Plumpton Wood,Heywood,,385809.85,411914.2,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2736,Pot Hall Recreation Ground,Pot Hall,Pennine,,385747.33,410082.15,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2742,Redfearn Wood & Clough,Rooley Moor Road,Pennine,,387491.98,415211.85,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2746,Robinson Common,Robinson Common,Heywood,,390551.2,412605.09,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2748,Roch Valley Woodlands,Roch Valley Woods,Middleton,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2750,Rochdale Road (open space),Adj 342/368 Rochdale Road,Pennine,,387773.81,407379.12,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2752,Aberleyfold/Shore Road,Shore Road,Middleton,,392849.07,417160.63,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2762,Taylor Avenue (open space),Taylor Avenue,Middleton,,386820.73,413764.07,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2768,Tonge Hall (open space),off Oldham Road,Middleton,,387733.42,405856.06,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2770,Kinder Way Recreation Ground,Kinder Way,Rochdale,,386717.17,406923.98,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2773,Tulip Grove Recreation Ground,Tulip Grove,Rochdale,,389110.36,415100.78,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2785,Waverley Road Woods,Waverley Road,Rochdale,,387455.46,407370.33,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2787,Welli'th'lane & Edinburgh Way (open space),Welli'th'lane,Heywood,,390369.33,411901.93,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2791,Wildhouse Lane Picnic Site,Wildhouse Lane,Pennine,,392846.35,413872.29,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2793,Willows Lane - Land at,Willows Lane,Middleton,,392101.9,412947.38,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2795,Worcester Road Recreation Area,Worcester Road,Rochdale,,386947.13,404248.36,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3181,Tell St Land,Tell Street,Middleton,,388960.63,413402.01,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3214,Eafield Road - Land at,Eafield Road,Pennine,,391390.64,416071.15,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3350,Green Street - Land at,r/o 1-23 Green street,Rochdale, M24 2HT,387657.22,406112.5,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3372,Stiups Lane Land,Stiups Lane,Rochdale, OL16 4XB,391305.09,412086.69,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3453,Abingdon Close Open Space,Abingdon Close,Rochdale,,389181.87,411999.32,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3465,Blackpits Road Land,Blackpits Road,Rochdale,,385895.93,414478.6,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3484,Stubley Mill Road (land),Stubley Mill Road,Pennine,,392687.38,415660.77,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3499,Peel Street Land,Peel Street,Rochdale,,393694.09,416270.15,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3595,Manchester Rd/Trub (land),Manchester Road,Rochdale,,388451.4,409982.69,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3599,Clough Road - Land at (E387580.70 N406693.92),Clough Road,Rochdale,,387584.26,406693.08,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3702,Mayfield St/Dean St Land,Mayfield Street,Rochdale,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3704,Hartley Lane Land,Hartley Lane,Rochdale, OL11 2LR,389608.45,411311.4,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3758,Land r/o 174 Manchester Rd,Manchester Road,Rochdale,,389137.59,412609.41,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3843,Spotland Road Community Garden,Spotland Rd,Rochdale,,388636.32,413816.24,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,4026,Alkrington Hall Road North (Land),Alkrington Hall Road North,Rochdale,,386240.47,405169.15,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23024809,12,Chesham Avenue Recreation Ground,Chesham Avenue,Rochdale, OL11 2YB,388635.84,409494.64,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,116,Sandy Brow Playing Field & Changing Accommodation,Sandy Brow Playing Fields,Rochdale, OL11 5DG,388296.69,413168.79,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23071774,120,Central Leisure Centre,Entwisle Road,Rochdale, OL16 2HZ,390290.47,413469.67,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23109189,128,Boarshaw Community Gymnasium,Stanycliffe Lane,Rochdale, M24 2PB,387892.84,407172.77,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023364889,171,Bullough Moor Recreation Ground,Regent Street,Rochdale, OL10 3BX,384631.68,410385.82,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101843,200,Bowlee Nursery Garden,Heywood Old Road,Rochdale, M24 4SD,384483.3,406466.31,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23067828,270,Buersil Park Bowling Club,Sedgley Avenue,Pennine, Ol16 4TZ,390555.25,411615.49,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23045189,281,Healey Dell,Healey Dell,Rochdale, OL12 6BG,388027.05,416055.4,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,292,Truffet Bowling Club,Bowness Road,Middleton, M24 4ND,385430.22,406263.76,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104628,294,Firgrove Playing Fields & Pavilion,Belfield Lane,Rochdale, OL16 3AY,391743.3,413459.36,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,310,Brassey Street Recreational Ground,Clough Road,Rochdale, M24 6GS,387448.59,406706.15,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,321,Cronkeyshaw Common & Recreation Facilities,Cronkeyshaw Rd/Greenbank Road,Rochdale, OL12 0EN,390181.42,414736.64,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023364885,325,Limetrees Recreation Ground,Whittaker Street,Rochdale, M24 4AA,386717.04,405871.81,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23110839,328,Bowlee Golf Driving Range,Heywood Old Road,Middleton, M24 4SB,384690.62,406494.85,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23101841,329,Lancashire Health & Raquet Club,Heywood Old Road,Heywood, M24 4SB,384596.36,406654.24,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,10023364872,365,Rhodes Recreation Ground,Croft Gates Road,Heywood, M24 4PJ,385552.64,405584.94,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23026469,366,Summit Bowling Green,Bury New Road,Rochdale, OL10 4RG,383992.38,410847.22,Leasehold,Leasehold (In),Land & Buildings
Rochdale Borough Council,2021-22,23072614,367,Rugby Road Recreation Ground & Bowling Club,Rugby Road,Pennine, OL12 0DZ,390147.73,414323.5,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023362260,388,Thistleyfield Bowling Green,Halliwell Street,Pennine, OL16 3LP,392281.36,413090.71,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103670,1393,Lanctan Bowling,Wardle Road,Rochdale, OL12 9EN,391244.07,415353.36,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,1396,Kirkholt Recreation Ground,Tavistock Road,Middleton, OL11 2JB,389823.48,411000.41,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,1565,Alkrington Lakes & Ponds,Alkrington Lakes & Ponds,Rochdale,,386718.71,405131.58,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,1566,Asker Dam & Franks Dam,Asker Dam & Franks Dam,Rochdale,,385767.9,405773.98,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,1567,Broadley Wood Lodge,off Station Road,Middleton, OL12 8RX,387834.18,416426.67,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,1569,Jacksons Mill Lodges,Belfield Lane,Middleton,,391298.17,413695.78,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,1570,Myrtle Lodges,Hilton Fold Lane,Rochdale,,388181.67,406623.63,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,1572,Rhodes Lodges,Manchester Old Road,Rochdale, M24 4EB,385832.15,405251.24,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,2375,Alkrington Playing Field and Changing Rooms,Off Mossway,Pennine, M24 1NT,387166.08,403995.65,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,2454,Bridge Bank Road Playing Field,Bridge Bank Road,Rochdale, OL15 8QU,393082.46,415155.82,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2472,Brunswick Street Playground,Brunswick Street,Rochdale,,385223.75,410672.08,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2474,Buckley Wood Reservoirs,Buckley Wood Reservoirs,Rochdale,,390023.48,415635.32,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,10023364871,2476,Bulwer Street Playground & Recreational Area,Bulwer Street,Middleton,,390516.69,413855.68,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2485,Calderbrook Road (Summit Quarries),Calderbrook Road,Rochdale,,394475.28,418518.47,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2490,Caldershaw Road Playground,Caldershaw Road,Pennine,,387139.13,414239.53,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2494,Cobden St Recreation Area,Cobden Street,Rochdale, OL10 1AX,385647.84,410219.42,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2593,Demesne Kickpitch,Bowness Road,Rochdale, M24 4WT,385511.51,406488.15,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2612,Greengate Close Recreation Ground,Greengate Close,Heywood,,391565.47,415635.37,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2622,Haugh Lane Playground,Haugh Lane,Heywood,,394301.09,411666.82,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2684,Ings Lane Recreation Ground,Ings Lane,Heywood,,387966.31,414291.98,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2702,Lytham Street (former allotment),Lytham Street (former allotment),Middleton,,389218.62,415232.38,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2738,Rakewood Sports Ground,Rakewood Sports Ground,Middleton,,394384.97,414211.6,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2766,Threlkeld Road Recreation Ground,Off Threlkeld Road,Middleton, M24 4JU,385301.06,406442.44,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2777,Turf Hill & kingsway Playing Field,Turf Hill & kingsway Playing Field,Pennine,,390737.91,411946.38,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3234,Wardle Playing Field,Off Wardle Road,Pennine,,391275.9,415985.97,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23110321,3356,Ashfield Road Air Training Corps,Ashfield Road,Rochdale, OL11 1PX,389783.77,412431.58,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3855,Littleborough Band Hall,Hartley Street,Pennine,,393401.04,416152.36,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23105099,3889,"Rochdale Cricket, Lacross & Squash Club",Bridgefold Road,Rochdale, OL11 5BX,388496.17,413310.19,Freehold,Leasehold (Out),Land
Rochdale Borough Council,2021-22,23106123,231,Springhill Resource Centre,Broad Lane,Heywood, OL16 4PP,390862.28,411435.98,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23091459,273,Hollingworth Fold Cottage,13 Hollingworth Fold,Rochdale, OL15 0AJ,394286.55,414896.04,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,3637,HMRF 3 Buckingham Street,Buckingham Street,Rochdale,,390386.71,413783.12,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23059760,3,Howard Street Nursery & Childrens Centre,Howard Street,Heywood,OL12 OPP,389497,413877,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023362945,4,Derby Street Nursery and Childrens Centre,Derby Street,Rochdale, OL10 4QN,384774.75,410917.29,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23072022,5,South Street Nursery School,South Street,Middleton, OL16 2EP,390262.22,413717.12,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23007657,6,Sunny Brow Nursery School,Sunny Brow Road,Middleton, M24 4AD,386129.47,405779.65,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101396,7,Alkrington Primary and Nursery,Manor Road,Rochdale, M24 1JZ,387148.22,404767.5,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23055071,9,Ashfield Valley Primary & Nursery Class,New Barn Lane,Rochdale, OL11 1TA,389334.99,411842.16,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23076484,10,Belfield Community Primary and Nursery,Samson Street,Middleton, OL16 2XW,391193.13,413811.77,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101612,11,Boarshaw Community Primary and Nursery,Stanycliffe Lane,Rochdale, M24 2PB,387901,407042.79,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23049505,13,Brimrod Community Primary & Nursery,Holborn Street,Rochdale, OL11 4NB,388784.41,412135.56,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23111715,14,Woodland Primary and Nursery,Regent Street,Rochdale, OL10 3BX,384748.22,410449.3,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23045066,15,Caldershaw Primary School,Edenfield Road,Rochdale, OL12 7QL,387223.04,414130,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102780,16,Castleton Primary & Nursery Class,Hillcrest Road,Heywood, OL11 2QD,388662.83,410611.4,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102333,17,REDACTED,REDACTED,Rochdale, OL10,383807.16,410032.2,Freehold,Vacant,Land & Buildings
Rochdale Borough Council,2021-22,23102644,18,Deeplish Community Primary School,Derby Street,Pennine, OL11 1LT,390044.31,412358.05,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101452,20,Elm Wood Primary and Nursery School,Elm Street,Middleton, M24 2EG,388376.01,405907.02,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,230001749,21,Bowlee Park Primary School Campus,Windermere Road,Heywood, M24 4LA,385510.89,406996.33,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103242,23,Greenbank Primary and Nursery Class,Greenbank Road,Rochdale, OL12 0HZ,389899,414435.58,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104555,24,Hamer (& Springside) Community Primary & Special School,Albert Royds Street,Heywood, OL16 2SU,390954.1,414721.43,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101954,25,Harwood Park Primary and Nursery,Hardfield Street,Heywood, OL10 1DG,385768.24,410482.17,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101274,26,Heap Bridge Village Primary School,Heap Brow,Rochdale, BL9 7JP,382744.61,410454.54,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103640,27,Heybrook Primary and Childrens Centre,Park Road,Middleton, OL12 9BJ,390434.23,414152.44,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101918,30,Hollin and Newlands Primary,Waverley Road,Heywood, M24 6JG,387414.23,407206.57,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102147,31,Hopwood Community Primary,Magdala Street,Pennine, OL10 2HN,386250.07,409663.29,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23105165,33,Littleborough Community School Campus,Calderbrook Road,Rochdale, OL15 9HW,393568.03,417032.77,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104802,34,Lowerplace Primary,Kingsway,Rochdale, OL16 4UU,390569.01,411937.03,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103062,35,Marland Hill Community Primary and Nursery,Roch Mills Crescent,Rochdale, OL11 4QW,388391.3,412111.12,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103572,36,Meanwood Community Primary & Nursery,Churchill Street,Pennine, OL12 7DJ,388213.2,414156.5,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104729,38,Moorhouse Primary and Nursery,Crossley Street,Pennine, OL16 4DR,392195.96,412902.9,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104769,40,Newhey Community Primary and Nursery Class,Hawthorne Lane,Rochdale, OL16 4JX,393346.58,411519.04,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103603,41,Norden Community Primary and Nursery,Shawfield Lane,Middleton, OL12 7RQ,386701.53,414449.4,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101683,43,Parkfield Primary School,Harold Street,Rochdale, M24 4AF,386457.81,406067.78,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103377,45,Shawclough Community Primary and Nursery,Thrum Hall Lane,Pennine, OL12 6DE,389169.62,415196.59,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103666,46,Kentmere Primary & Nursery Class,Kentmere Avenue,Rochdale, OL12 9EE,390897.8,415122.22,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23062086,47,Broadfield Primary & Nursery Class,Sparrow Hill,Middleton, OL16 1QT,389532.75,413115.07,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23051052,49,Spotland Primary and Nursery,Edmund Street,Rochdale, OL12 6QG,388904.99,413922.59,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,50,Whittaker Moss School & Highwood Centre,Highwood,Heywood, OL11 5UY,386087.25,414229.53,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102381,51,All Souls CE Primary and Nursery,Rye Street,Middleton, OL10 4DF,386485.01,411262.8,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23001724,52,Little Heaton CE Primary,Boardman Lane,Pennine, M24 4TU,385030.46,405360.68,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23084072,53,St Andrew's CE Primary School,Union Road,Rochdale, OL12 9QA,392255.6,415907.91,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23047317,54,St Edward's CE Primary School,Hanover Street,Middleton, OL11 3AR,388090.7,410626.61,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23022501,55,St Gabriel's CE Primary and Nursery,Aspinall Street,Middleton, M24 2BE,388666.48,405410.66,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101613,56,St John's CE Primary School,Thornham Lane,Heywood, M24 2SB,389147,408912,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102504,57,St Luke's CE Primary School,Queens Park Road,Rochdale, OL10 4XB,385790.97,411234.14,Freehold,Local Authority Occupied,Land & Buildings
